Data as of,Start Date,End Date,MMWR Year,MMWR Week,Week Ending Date,HRR Name,HRR Number,State,Total Deaths,COVID-19 Deaths,Total Deaths over 65 years,COVID-19 Deaths over 65 years,Total Deaths 65 to 74 years,COVID-19 Deaths 65 to 74 years,Total Deaths 75 to 84 years,COVID-19 Deaths 75 to 84 years,Total Deaths over 85 years,COVID-19 Deaths over 85 years,Footnote,Accuracy_index
22/08/2021,04/01/2015,10/01/2015,2015,1,10/01/2015,AK- ANCHORAGE,10,AK,15.19533785,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.924372493
22/08/2021,11/01/2015,17/01/2015,2015,2,17/01/2015,AK- ANCHORAGE,10,AK,16.11030637,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.910783956
22/08/2021,18/01/2015,24/01/2015,2015,3,24/01/2015,AK- ANCHORAGE,10,AK,21.45286956,0,13.26172611,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.885820247
22/08/2021,25/01/2015,31/01/2015,2015,4,31/01/2015,AK- ANCHORAGE,10,AK,19.60280388,0,11.04011371,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.894083756
22/08/2021,01/02/2015,07/02/2015,2015,5,07/02/2015,AK- ANCHORAGE,10,AK,16.85918103,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.901539077
22/08/2021,08/02/2015,14/02/2015,2015,6,14/02/2015,AK- ANCHORAGE,10,AK,19.73175206,0,11.85663819,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.914710848
22/08/2021,15/02/2015,21/02/2015,2015,7,21/02/2015,AK- ANCHORAGE,10,AK,19.85941194,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.868069684
22/08/2021,22/02/2015,28/02/2015,2015,8,28/02/2015,AK- ANCHORAGE,10,AK,22.72810959,0,15.27288023,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.922397079
22/08/2021,01/03/2015,07/03/2015,2015,9,07/03/2015,AK- ANCHORAGE,10,AK,18.88668053,0,12.16504067,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.832309488
22/08/2021,08/03/2015,14/03/2015,2015,10,14/03/2015,AK- ANCHORAGE,10,AK,19.39261592,0,10.07344512,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.875945995
22/08/2021,15/03/2015,21/03/2015,2015,11,21/03/2015,AK- ANCHORAGE,10,AK,15.96383008,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.858516455
22/08/2021,22/03/2015,28/03/2015,2015,12,28/03/2015,AK- ANCHORAGE,10,AK,16.53142428,0,10.2662866,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.951211648
22/08/2021,29/03/2015,04/04/2015,2015,13,04/04/2015,AK- ANCHORAGE,10,AK,19.21078353,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908611424
22/08/2021,05/04/2015,11/04/2015,2015,14,11/04/2015,AK- ANCHORAGE,10,AK,17.61580106,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.895721251
22/08/2021,12/04/2015,18/04/2015,2015,15,18/04/2015,AK- ANCHORAGE,10,AK,19.2648772,0,10.67012986,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.879551864
22/08/2021,19/04/2015,25/04/2015,2015,16,25/04/2015,AK- ANCHORAGE,10,AK,19.47653369,0,11.38951834,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.868983472
22/08/2021,26/04/2015,02/05/2015,2015,17,02/05/2015,AK- ANCHORAGE,10,AK,17.7696341,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.933959515
22/08/2021,03/05/2015,09/05/2015,2015,18,09/05/2015,AK- ANCHORAGE,10,AK,16.92221404,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.887066321
22/08/2021,10/05/2015,16/05/2015,2015,19,16/05/2015,AK- ANCHORAGE,10,AK,27.54247421,0,14.91859268,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.90519141
22/08/2021,17/05/2015,23/05/2015,2015,20,23/05/2015,AK- ANCHORAGE,10,AK,18.64537876,0,11.11417553,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.909636442
22/08/2021,24/05/2015,30/05/2015,2015,21,30/05/2015,AK- ANCHORAGE,10,AK,15.43097668,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.935181652
22/08/2021,31/05/2015,06/06/2015,2015,22,06/06/2015,AK- ANCHORAGE,10,AK,18.03410721,0,11.04941632,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.917229746
22/08/2021,07/06/2015,13/06/2015,2015,23,13/06/2015,AK- ANCHORAGE,10,AK,19.45684291,0,12.96044386,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.9130466
22/08/2021,14/06/2015,20/06/2015,2015,24,20/06/2015,AK- ANCHORAGE,10,AK,18.04257206,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.905526512
22/08/2021,21/06/2015,27/06/2015,2015,25,27/06/2015,AK- ANCHORAGE,10,AK,18.80540134,0,11.09699239,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.928550007
22/08/2021,28/06/2015,04/07/2015,2015,26,04/07/2015,AK- ANCHORAGE,10,AK,18.05893435,0,11.07928125,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.914112451
22/08/2021,05/07/2015,11/07/2015,2015,27,11/07/2015,AK- ANCHORAGE,10,AK,19.89917647,0,10.38880167,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.885283802
22/08/2021,12/07/2015,18/07/2015,2015,28,18/07/2015,AK- ANCHORAGE,10,AK,17.38484803,0,10.64494369,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.874319764
22/08/2021,19/07/2015,25/07/2015,2015,29,25/07/2015,AK- ANCHORAGE,10,AK,17.71389731,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.931885541
22/08/2021,26/07/2015,01/08/2015,2015,30,01/08/2015,AK- ANCHORAGE,10,AK,16.98728019,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.904935155
22/08/2021,02/08/2015,08/08/2015,2015,31,08/08/2015,AK- ANCHORAGE,10,AK,16.29046888,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.884412255
22/08/2021,09/08/2015,15/08/2015,2015,32,15/08/2015,AK- ANCHORAGE,10,AK,14.62052487,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.879325177
22/08/2021,16/08/2015,22/08/2015,2015,33,22/08/2015,AK- ANCHORAGE,10,AK,16.5760309,0,11.35768222,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.899405968
22/08/2021,23/08/2015,29/08/2015,2015,34,29/08/2015,AK- ANCHORAGE,10,AK,23.573336,0,14.57236308,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.874736529
22/08/2021,30/08/2015,05/09/2015,2015,35,05/09/2015,AK- ANCHORAGE,10,AK,13.97193448,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.921350941
22/08/2021,06/09/2015,12/09/2015,2015,36,12/09/2015,AK- ANCHORAGE,10,AK,26.27450365,0,13.4907685,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.93742036
22/08/2021,13/09/2015,19/09/2015,2015,37,19/09/2015,AK- ANCHORAGE,10,AK,17.74609951,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.870497064
22/08/2021,20/09/2015,26/09/2015,2015,38,26/09/2015,AK- ANCHORAGE,10,AK,18.14953304,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.910705109
22/08/2021,27/09/2015,03/10/2015,2015,39,03/10/2015,AK- ANCHORAGE,10,AK,15.45342572,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.904283254
22/08/2021,04/10/2015,10/10/2015,2015,40,10/10/2015,AK- ANCHORAGE,10,AK,22.47642387,0,12.41915095,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.930104431
22/08/2021,11/10/2015,17/10/2015,2015,41,17/10/2015,AK- ANCHORAGE,10,AK,21.53388545,0,14.38694171,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.940708023
22/08/2021,18/10/2015,24/10/2015,2015,42,24/10/2015,AK- ANCHORAGE,10,AK,18.73062708,0,13.25019043,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.900763273
22/08/2021,25/10/2015,31/10/2015,2015,43,31/10/2015,AK- ANCHORAGE,10,AK,13.25131401,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.919883812
22/08/2021,01/11/2015,07/11/2015,2015,44,07/11/2015,AK- ANCHORAGE,10,AK,17.09961548,0,10.40449375,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.906714858
22/08/2021,08/11/2015,14/11/2015,2015,45,14/11/2015,AK- ANCHORAGE,10,AK,17.78691721,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.885882199
22/08/2021,15/11/2015,21/11/2015,2015,46,21/11/2015,AK- ANCHORAGE,10,AK,17.66840507,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.941252916
22/08/2021,22/11/2015,28/11/2015,2015,47,28/11/2015,AK- ANCHORAGE,10,AK,20.74618258,0,11.07578943,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.923568529
22/08/2021,29/11/2015,05/12/2015,2015,48,05/12/2015,AK- ANCHORAGE,10,AK,18.23483486,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.896484383
22/08/2021,06/12/2015,12/12/2015,2015,49,12/12/2015,AK- ANCHORAGE,10,AK,17.7543067,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.90768778
22/08/2021,13/12/2015,19/12/2015,2015,50,19/12/2015,AK- ANCHORAGE,10,AK,19.05250545,0,11.45674295,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.896581535
22/08/2021,20/12/2015,26/12/2015,2015,51,26/12/2015,AK- ANCHORAGE,10,AK,20.83147173,0,11.90680779,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.9069866
22/08/2021,27/12/2015,02/01/2016,2015,52,02/01/2016,AK- ANCHORAGE,10,AK,21.15493973,0,11.02146344,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.918970025
22/08/2021,03/01/2016,09/01/2016,2016,1,09/01/2016,AK- ANCHORAGE,10,AK,18.56502321,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.907062632
22/08/2021,10/01/2016,16/01/2016,2016,2,16/01/2016,AK- ANCHORAGE,10,AK,20.43987801,0,10.72456567,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.888913607
22/08/2021,17/01/2016,23/01/2016,2016,3,23/01/2016,AK- ANCHORAGE,10,AK,20.14271132,0,12.0302465,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.881987691
22/08/2021,24/01/2016,30/01/2016,2016,4,30/01/2016,AK- ANCHORAGE,10,AK,23.44322903,0,13.12436236,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.900031117
22/08/2021,31/01/2016,06/02/2016,2016,5,06/02/2016,AK- ANCHORAGE,10,AK,17.40083297,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.901322246
22/08/2021,07/02/2016,13/02/2016,2016,6,13/02/2016,AK- ANCHORAGE,10,AK,18.25728249,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.963117634
22/08/2021,14/02/2016,20/02/2016,2016,7,20/02/2016,AK- ANCHORAGE,10,AK,17.1213929,0,11.82444022,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.892606772
22/08/2021,21/02/2016,27/02/2016,2016,8,27/02/2016,AK- ANCHORAGE,10,AK,11.36298613,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.874012821
22/08/2021,28/02/2016,05/03/2016,2016,9,05/03/2016,AK- ANCHORAGE,10,AK,21.27416151,0,11.6802843,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.872387998
22/08/2021,06/03/2016,12/03/2016,2016,10,12/03/2016,AK- ANCHORAGE,10,AK,21.32786938,0,12.35267681,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.893034801
22/08/2021,13/03/2016,19/03/2016,2016,11,19/03/2016,AK- ANCHORAGE,10,AK,19.45957301,0,12.32505481,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.923398162
22/08/2021,20/03/2016,26/03/2016,2016,12,26/03/2016,AK- ANCHORAGE,10,AK,19.07151898,0,11.06806518,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.896539295
22/08/2021,27/03/2016,02/04/2016,2016,13,02/04/2016,AK- ANCHORAGE,10,AK,18.82576795,0,11.08558905,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.883944801
22/08/2021,03/04/2016,09/04/2016,2016,14,09/04/2016,AK- ANCHORAGE,10,AK,19.00656547,0,10.90200371,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.902654207
22/08/2021,10/04/2016,16/04/2016,2016,15,16/04/2016,AK- ANCHORAGE,10,AK,20.27325898,0,12.00766511,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.905888366
22/08/2021,17/04/2016,23/04/2016,2016,16,23/04/2016,AK- ANCHORAGE,10,AK,21.36391963,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.894152747
22/08/2021,24/04/2016,30/04/2016,2016,17,30/04/2016,AK- ANCHORAGE,10,AK,17.48563214,0,10.90733437,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.915916089
22/08/2021,01/05/2016,07/05/2016,2016,18,07/05/2016,AK- ANCHORAGE,10,AK,17.68173172,0,12.41091279,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.86133948
22/08/2021,08/05/2016,14/05/2016,2016,19,14/05/2016,AK- ANCHORAGE,10,AK,19.52134587,0,11.06513515,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.883032422
22/08/2021,15/05/2016,21/05/2016,2016,20,21/05/2016,AK- ANCHORAGE,10,AK,24.70084522,0,14.71470831,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.865446594
22/08/2021,22/05/2016,28/05/2016,2016,21,28/05/2016,AK- ANCHORAGE,10,AK,13.6846533,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.894569513
22/08/2021,29/05/2016,04/06/2016,2016,22,04/06/2016,AK- ANCHORAGE,10,AK,21.39861679,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.958174172
22/08/2021,05/06/2016,11/06/2016,2016,23,11/06/2016,AK- ANCHORAGE,10,AK,21.82332227,0,11.43231991,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.882114411
22/08/2021,12/06/2016,18/06/2016,2016,24,18/06/2016,AK- ANCHORAGE,10,AK,15.1388323,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.898921618
22/08/2021,19/06/2016,25/06/2016,2016,25,25/06/2016,AK- ANCHORAGE,10,AK,17.92591143,0,11.47473428,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.883295716
22/08/2021,26/06/2016,02/07/2016,2016,26,02/07/2016,AK- ANCHORAGE,10,AK,22.10220618,0,11.0268645,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.863096654
22/08/2021,03/07/2016,09/07/2016,2016,27,09/07/2016,AK- ANCHORAGE,10,AK,20.07247642,0,10.02312487,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.933251294
22/08/2021,10/07/2016,16/07/2016,2016,28,16/07/2016,AK- ANCHORAGE,10,AK,21.96256992,0,11.65052919,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.921843738
22/08/2021,17/07/2016,23/07/2016,2016,29,23/07/2016,AK- ANCHORAGE,10,AK,16.20129366,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908695903
22/08/2021,24/07/2016,30/07/2016,2016,30,30/07/2016,AK- ANCHORAGE,10,AK,21.7025686,0,10.6819401,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.869977514
22/08/2021,31/07/2016,06/08/2016,2016,31,06/08/2016,AK- ANCHORAGE,10,AK,21.01136391,0,13.09956479,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.888985415
22/08/2021,07/08/2016,13/08/2016,2016,32,13/08/2016,AK- ANCHORAGE,10,AK,18.34523275,0,10.92951167,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.889588035
22/08/2021,14/08/2016,20/08/2016,2016,33,20/08/2016,AK- ANCHORAGE,10,AK,13.75011792,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.882846567
22/08/2021,21/08/2016,27/08/2016,2016,34,27/08/2016,AK- ANCHORAGE,10,AK,15.93989139,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.87872678
22/08/2021,28/08/2016,03/09/2016,2016,35,03/09/2016,AK- ANCHORAGE,10,AK,15.95318002,0,10.43065848,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.940251834
22/08/2021,04/09/2016,10/09/2016,2016,36,10/09/2016,AK- ANCHORAGE,10,AK,18.41789925,0,12.35277959,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.922925076
22/08/2021,11/09/2016,17/09/2016,2016,37,17/09/2016,AK- ANCHORAGE,10,AK,19.83728252,0,10.31158595,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.894359722
22/08/2021,18/09/2016,24/09/2016,2016,38,24/09/2016,AK- ANCHORAGE,10,AK,13.72201579,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.873918486
22/08/2021,25/09/2016,01/10/2016,2016,39,01/10/2016,AK- ANCHORAGE,10,AK,21.40912886,0,11.5186735,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.91955575
22/08/2021,02/10/2016,08/10/2016,2016,40,08/10/2016,AK- ANCHORAGE,10,AK,18.43776602,0,11.84396767,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.867869749
22/08/2021,09/10/2016,15/10/2016,2016,41,15/10/2016,AK- ANCHORAGE,10,AK,19.88413347,0,12.00212044,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.914508097
22/08/2021,16/10/2016,22/10/2016,2016,42,22/10/2016,AK- ANCHORAGE,10,AK,23.59628909,0,13.55028716,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.906738793
22/08/2021,23/10/2016,29/10/2016,2016,43,29/10/2016,AK- ANCHORAGE,10,AK,19.253885,0,11.80635314,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.910965587
22/08/2021,30/10/2016,05/11/2016,2016,44,05/11/2016,AK- ANCHORAGE,10,AK,15.47362478,0,11.33793231,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.86157039
22/08/2021,06/11/2016,12/11/2016,2016,45,12/11/2016,AK- ANCHORAGE,10,AK,24.31420059,0,12.22560266,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.917487409
22/08/2021,13/11/2016,19/11/2016,2016,46,19/11/2016,AK- ANCHORAGE,10,AK,19.11892187,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.921595931
22/08/2021,20/11/2016,26/11/2016,2016,47,26/11/2016,AK- ANCHORAGE,10,AK,17.38069867,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.850894991
22/08/2021,27/11/2016,03/12/2016,2016,48,03/12/2016,AK- ANCHORAGE,10,AK,19.85482188,0,11.61713583,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.911694927
22/08/2021,04/12/2016,10/12/2016,2016,49,10/12/2016,AK- ANCHORAGE,10,AK,22.65465461,0,13.41928471,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.949582601
22/08/2021,11/12/2016,17/12/2016,2016,50,17/12/2016,AK- ANCHORAGE,10,AK,21.14967243,0,11.89727708,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.901230726
22/08/2021,18/12/2016,24/12/2016,2016,51,24/12/2016,AK- ANCHORAGE,10,AK,25.18744606,0,16.93589973,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.931161833
22/08/2021,25/12/2016,31/12/2016,2016,52,31/12/2016,AK- ANCHORAGE,10,AK,16.94300728,0,11.56716336,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.92228444
22/08/2021,01/01/2017,07/01/2017,2017,1,07/01/2017,AK- ANCHORAGE,10,AK,25.10682722,0,15.6732908,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.923979663
22/08/2021,08/01/2017,14/01/2017,2017,2,14/01/2017,AK- ANCHORAGE,10,AK,21.97058563,0,15.21669569,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.880282612
22/08/2021,15/01/2017,21/01/2017,2017,3,21/01/2017,AK- ANCHORAGE,10,AK,20.89433297,0,11.5974352,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.962072903
22/08/2021,22/01/2017,28/01/2017,2017,4,28/01/2017,AK- ANCHORAGE,10,AK,19.94581481,0,10.45659229,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.888747464
22/08/2021,29/01/2017,04/02/2017,2017,5,04/02/2017,AK- ANCHORAGE,10,AK,19.1884232,0,10.73807395,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.928078329
22/08/2021,05/02/2017,11/02/2017,2017,6,11/02/2017,AK- ANCHORAGE,10,AK,13.86084527,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.853727872
22/08/2021,12/02/2017,18/02/2017,2017,7,18/02/2017,AK- ANCHORAGE,10,AK,18.90023528,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.916369463
22/08/2021,19/02/2017,25/02/2017,2017,8,25/02/2017,AK- ANCHORAGE,10,AK,20.16676546,0,11.07067701,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.878949243
22/08/2021,26/02/2017,04/03/2017,2017,9,04/03/2017,AK- ANCHORAGE,10,AK,16.57821469,0,,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.847848094
22/08/2021,05/03/2017,11/03/2017,2017,10,11/03/2017,AK- ANCHORAGE,10,AK,16.90917462,0,11.01440517,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.921717019
22/08/2021,12/03/2017,18/03/2017,2017,11,18/03/2017,AK- ANCHORAGE,10,AK,19.1840711,0,11.66665916,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.913378887
