Data as of,Start Date,End Date,MMWR Year,MMWR Week,Week Ending Date,HRR Name,HRR Number,State,Total Deaths,COVID-19 Deaths,Total Deaths over 65 years,COVID-19 Deaths over 65 years,Total Deaths 65 to 74 years,COVID-19 Deaths 65 to 74 years,Total Deaths 75 to 84 years,COVID-19 Deaths 75 to 84 years,Total Deaths over 85 years,COVID-19 Deaths over 85 years,Footnote,Accuracy_index
22/08/2021,06/03/2016,12/03/2016,2016,10,12/03/2016,AL- TUSCALOOSA,9,AL,28.49666023,0,17.13155838,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,13/03/2016,19/03/2016,2016,11,19/03/2016,AL- TUSCALOOSA,9,AL,29.15757403,0,21.45701126,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,20/03/2016,26/03/2016,2016,12,26/03/2016,AL- TUSCALOOSA,9,AL,33.01953897,0,21.1499027,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.832589362
22/08/2021,27/03/2016,02/04/2016,2016,13,02/04/2016,AL- TUSCALOOSA,9,AL,26.12447311,0,17.66799531,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.87329449
22/08/2021,03/04/2016,09/04/2016,2016,14,09/04/2016,AL- TUSCALOOSA,9,AL,22.18794001,0,15.20029979,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908034972
22/08/2021,10/04/2016,16/04/2016,2016,15,16/04/2016,AL- TUSCALOOSA,9,AL,30.08280676,0,23.46892023,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.873287896
22/08/2021,17/04/2016,23/04/2016,2016,16,23/04/2016,AL- TUSCALOOSA,9,AL,28.58494436,0,21.29424913,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,24/04/2016,30/04/2016,2016,17,30/04/2016,AL- TUSCALOOSA,9,AL,22.89329266,0,12.15997836,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.887159325
22/08/2021,01/05/2016,07/05/2016,2016,18,07/05/2016,AL- TUSCALOOSA,9,AL,24.32393139,0,16.52266836,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.87329449
22/08/2021,08/05/2016,14/05/2016,2016,19,14/05/2016,AL- TUSCALOOSA,9,AL,31.5679337,0,20.97966835,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.828382871
22/08/2021,15/05/2016,21/05/2016,2016,20,21/05/2016,AL- TUSCALOOSA,9,AL,39.5647442,0,28.83696738,0,,0,10.50476734,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.831397624
22/08/2021,22/05/2016,28/05/2016,2016,21,28/05/2016,AL- TUSCALOOSA,9,AL,33.28724276,0,22.57185577,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,29/05/2016,04/06/2016,2016,22,04/06/2016,AL- TUSCALOOSA,9,AL,30.67787186,0,21.41887252,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908034972
22/08/2021,05/06/2016,11/06/2016,2016,23,11/06/2016,AL- TUSCALOOSA,9,AL,31.22027079,0,21.45272103,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.852412249
22/08/2021,12/06/2016,18/06/2016,2016,24,18/06/2016,AL- TUSCALOOSA,9,AL,26.52776254,0,19.20483797,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,19/06/2016,25/06/2016,2016,25,25/06/2016,AL- TUSCALOOSA,9,AL,22.88144005,0,17.83429632,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.887159325
22/08/2021,26/06/2016,02/07/2016,2016,26,02/07/2016,AL- TUSCALOOSA,9,AL,29.7824416,0,20.62260224,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.859002566
22/08/2021,03/07/2016,09/07/2016,2016,27,09/07/2016,AL- TUSCALOOSA,9,AL,27.87951282,0,19.50337734,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,10/07/2016,16/07/2016,2016,28,16/07/2016,AL- TUSCALOOSA,9,AL,31.00031181,0,22.49708099,0,10.48239577,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.852412249
22/08/2021,17/07/2016,23/07/2016,2016,29,23/07/2016,AL- TUSCALOOSA,9,AL,22.84167086,0,19.31303675,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.820631032
22/08/2021,24/07/2016,30/07/2016,2016,30,30/07/2016,AL- TUSCALOOSA,9,AL,24.70102485,0,16.19315441,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,31/07/2016,06/08/2016,2016,31,06/08/2016,AL- TUSCALOOSA,9,AL,30.84669742,0,19.64049199,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.887159325
22/08/2021,07/08/2016,13/08/2016,2016,32,13/08/2016,AL- TUSCALOOSA,9,AL,22.32853719,0,17.94661252,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,14/08/2016,20/08/2016,2016,33,20/08/2016,AL- TUSCALOOSA,9,AL,33.3778373,0,19.17058373,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,21/08/2016,27/08/2016,2016,34,27/08/2016,AL- TUSCALOOSA,9,AL,23.70339913,0,17.14584163,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.906849827
22/08/2021,28/08/2016,03/09/2016,2016,35,03/09/2016,AL- TUSCALOOSA,9,AL,31.12529585,0,23.24152284,0,12.58586853,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.853465009
22/08/2021,04/09/2016,10/09/2016,2016,36,10/09/2016,AL- TUSCALOOSA,9,AL,32.69283133,0,24.15432818,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,11/09/2016,17/09/2016,2016,37,17/09/2016,AL- TUSCALOOSA,9,AL,25.27260262,0,16.67458093,0,,0,10.07723922,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,18/09/2016,24/09/2016,2016,38,24/09/2016,AL- TUSCALOOSA,9,AL,28.30010594,0,18.47621964,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.850450257
22/08/2021,25/09/2016,01/10/2016,2016,39,01/10/2016,AL- TUSCALOOSA,9,AL,28.75129796,0,22.39549037,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.829574609
22/08/2021,02/10/2016,08/10/2016,2016,40,08/10/2016,AL- TUSCALOOSA,9,AL,35.44601519,0,26.89110622,0,,0,11.27793348,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,09/10/2016,15/10/2016,2016,41,15/10/2016,AL- TUSCALOOSA,9,AL,23.63250509,0,14.34404514,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,16/10/2016,22/10/2016,2016,42,22/10/2016,AL- TUSCALOOSA,9,AL,19.596673,0,15.77568317,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,23/10/2016,29/10/2016,2016,43,29/10/2016,AL- TUSCALOOSA,9,AL,36.13840322,0,28.5080733,0,,0,12.88719166,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,30/10/2016,05/11/2016,2016,44,05/11/2016,AL- TUSCALOOSA,9,AL,27.83320686,0,19.3347847,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.818717934
22/08/2021,06/11/2016,12/11/2016,2016,45,12/11/2016,AL- TUSCALOOSA,9,AL,28.38410735,0,18.56439482,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.87329449
22/08/2021,13/11/2016,19/11/2016,2016,46,19/11/2016,AL- TUSCALOOSA,9,AL,27.10587709,0,19.87223971,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,20/11/2016,26/11/2016,2016,47,26/11/2016,AL- TUSCALOOSA,9,AL,29.75483309,0,15.74119601,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.817532789
22/08/2021,27/11/2016,03/12/2016,2016,48,03/12/2016,AL- TUSCALOOSA,9,AL,35.37482061,0,25.53701923,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.887159325
22/08/2021,04/12/2016,10/12/2016,2016,49,10/12/2016,AL- TUSCALOOSA,9,AL,34.1066848,0,26.35369629,0,,0,,0,10.02072987,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,11/12/2016,17/12/2016,2016,50,17/12/2016,AL- TUSCALOOSA,9,AL,32.73478695,0,20.78692719,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.887159325
22/08/2021,18/12/2016,24/12/2016,2016,51,24/12/2016,AL- TUSCALOOSA,9,AL,44.13185517,0,27.76931544,0,,0,11.41090816,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.887159325
22/08/2021,25/12/2016,31/12/2016,2016,52,31/12/2016,AL- TUSCALOOSA,9,AL,32.68143704,0,22.15052257,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.887152732
22/08/2021,01/01/2017,07/01/2017,2017,1,07/01/2017,AL- TUSCALOOSA,9,AL,39.80738656,0,29.81331099,0,,0,12.01857724,0,10.74532845,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.906849827
22/08/2021,08/01/2017,14/01/2017,2017,2,14/01/2017,AL- TUSCALOOSA,9,AL,31.28546956,0,24.24072265,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,15/01/2017,21/01/2017,2017,3,21/01/2017,AL- TUSCALOOSA,9,AL,24.4303457,0,17.98685881,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.885203925
22/08/2021,22/01/2017,28/01/2017,2017,4,28/01/2017,AL- TUSCALOOSA,9,AL,24.9399743,0,18.44068433,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.84150668
22/08/2021,29/01/2017,04/02/2017,2017,5,04/02/2017,AL- TUSCALOOSA,9,AL,29.90447657,0,23.50456448,0,,0,12.82519742,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.887159325
22/08/2021,05/02/2017,11/02/2017,2017,6,11/02/2017,AL- TUSCALOOSA,9,AL,38.8709286,0,23.46623414,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,12/02/2017,18/02/2017,2017,7,18/02/2017,AL- TUSCALOOSA,9,AL,24.38413741,0,20.0205007,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,19/02/2017,25/02/2017,2017,8,25/02/2017,AL- TUSCALOOSA,9,AL,33.16201453,0,24.60432555,0,,0,11.26799306,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.784692219
22/08/2021,26/02/2017,04/03/2017,2017,9,04/03/2017,AL- TUSCALOOSA,9,AL,21.48759138,0,15.2006642,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.887159325
22/08/2021,05/03/2017,11/03/2017,2017,10,11/03/2017,AL- TUSCALOOSA,9,AL,26.47211348,0,21.54653889,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,12/03/2017,18/03/2017,2017,11,18/03/2017,AL- TUSCALOOSA,9,AL,25.45090275,0,16.00414372,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,19/03/2017,25/03/2017,2017,12,25/03/2017,AL- TUSCALOOSA,9,AL,35.11435237,0,21.67514445,0,,0,10.67203384,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.887159325
22/08/2021,26/03/2017,01/04/2017,2017,13,01/04/2017,AL- TUSCALOOSA,9,AL,35.91036719,0,24.35635608,0,,0,,0,10.80255536,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,02/04/2017,08/04/2017,2017,14,08/04/2017,AL- TUSCALOOSA,9,AL,26.22003787,0,16.99215586,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.873287896
22/08/2021,09/04/2017,15/04/2017,2017,15,15/04/2017,AL- TUSCALOOSA,9,AL,35.38662439,0,22.79243086,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.841513273
22/08/2021,16/04/2017,22/04/2017,2017,16,22/04/2017,AL- TUSCALOOSA,9,AL,33.14569887,0,24.63235482,0,,0,,0,11.1542831,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.872102751
22/08/2021,23/04/2017,29/04/2017,2017,17,29/04/2017,AL- TUSCALOOSA,9,AL,24.89077562,0,17.18213204,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908034972
22/08/2021,30/04/2017,06/05/2017,2017,18,06/05/2017,AL- TUSCALOOSA,9,AL,26.04443509,0,19.45702253,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,07/05/2017,13/05/2017,2017,19,13/05/2017,AL- TUSCALOOSA,9,AL,23.75786856,0,17.93724689,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.887159325
22/08/2021,14/05/2017,20/05/2017,2017,20,20/05/2017,AL- TUSCALOOSA,9,AL,26.31059485,0,20.47131329,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.906849827
22/08/2021,21/05/2017,27/05/2017,2017,21,27/05/2017,AL- TUSCALOOSA,9,AL,31.91638929,0,23.90245167,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908034972
22/08/2021,28/05/2017,03/06/2017,2017,22,03/06/2017,AL- TUSCALOOSA,9,AL,25.53407768,0,19.23465171,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.820631032
22/08/2021,04/06/2017,10/06/2017,2017,23,10/06/2017,AL- TUSCALOOSA,9,AL,26.45473466,0,15.79254356,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,11/06/2017,17/06/2017,2017,24,17/06/2017,AL- TUSCALOOSA,9,AL,34.47707994,0,19.75842832,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,18/06/2017,24/06/2017,2017,25,24/06/2017,AL- TUSCALOOSA,9,AL,33.99714485,0,23.4196126,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908034972
22/08/2021,25/06/2017,01/07/2017,2017,26,01/07/2017,AL- TUSCALOOSA,9,AL,20.79662341,0,17.19358644,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,02/07/2017,08/07/2017,2017,27,08/07/2017,AL- TUSCALOOSA,9,AL,25.11014103,0,15.9216375,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,09/07/2017,15/07/2017,2017,28,15/07/2017,AL- TUSCALOOSA,9,AL,31.38554244,0,22.09570751,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.906849827
22/08/2021,16/07/2017,22/07/2017,2017,29,22/07/2017,AL- TUSCALOOSA,9,AL,20.76024659,0,11.47101651,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.885967587
22/08/2021,23/07/2017,29/07/2017,2017,30,29/07/2017,AL- TUSCALOOSA,9,AL,31.99646488,0,22.63651732,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,30/07/2017,05/08/2017,2017,31,05/08/2017,AL- TUSCALOOSA,9,AL,29.81017033,0,24.7387541,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.887159325
22/08/2021,06/08/2017,12/08/2017,2017,32,12/08/2017,AL- TUSCALOOSA,9,AL,25.89648216,0,18.20245993,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.887159325
22/08/2021,13/08/2017,19/08/2017,2017,33,19/08/2017,AL- TUSCALOOSA,9,AL,27.89535888,0,18.0391418,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908034972
22/08/2021,20/08/2017,26/08/2017,2017,34,26/08/2017,AL- TUSCALOOSA,9,AL,30.07963604,0,17.99761069,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,27/08/2017,02/09/2017,2017,35,02/09/2017,AL- TUSCALOOSA,9,AL,35.54902211,0,26.28167522,0,,0,,0,11.42152856,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.853471603
22/08/2021,03/09/2017,09/09/2017,2017,36,09/09/2017,AL- TUSCALOOSA,9,AL,32.34473263,0,21.89608394,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.832589362
22/08/2021,10/09/2017,16/09/2017,2017,37,16/09/2017,AL- TUSCALOOSA,9,AL,23.26776014,0,18.1961448,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,17/09/2017,23/09/2017,2017,38,23/09/2017,AL- TUSCALOOSA,9,AL,30.68558076,0,20.47847746,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,24/09/2017,30/09/2017,2017,39,30/09/2017,AL- TUSCALOOSA,9,AL,24.83803806,0,11.5277137,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.859009159
22/08/2021,01/10/2017,07/10/2017,2017,40,07/10/2017,AL- TUSCALOOSA,9,AL,24.70528503,0,18.27025463,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,08/10/2017,14/10/2017,2017,41,14/10/2017,AL- TUSCALOOSA,9,AL,28.51073685,0,22.74203001,0,,0,,0,11.30034637,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.806766197
22/08/2021,15/10/2017,21/10/2017,2017,42,21/10/2017,AL- TUSCALOOSA,9,AL,31.43293036,0,21.42960186,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,22/10/2017,28/10/2017,2017,43,28/10/2017,AL- TUSCALOOSA,9,AL,23.01043631,0,17.29917426,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908034972
22/08/2021,29/10/2017,04/11/2017,2017,44,04/11/2017,AL- TUSCALOOSA,9,AL,26.53404011,0,17.94341926,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908034972
22/08/2021,05/11/2017,11/11/2017,2017,45,11/11/2017,AL- TUSCALOOSA,9,AL,27.58044375,0,17.81291653,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.87329449
22/08/2021,12/11/2017,18/11/2017,2017,46,18/11/2017,AL- TUSCALOOSA,9,AL,28.32160594,0,20.58275416,0,,0,,0,10.67507683,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.820631032
22/08/2021,19/11/2017,25/11/2017,2017,47,25/11/2017,AL- TUSCALOOSA,9,AL,27.15288558,0,17.85415086,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.887152732
22/08/2021,26/11/2017,02/12/2017,2017,48,02/12/2017,AL- TUSCALOOSA,9,AL,30.69970246,0,24.89275168,0,,0,,0,11.24562524,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,03/12/2017,09/12/2017,2017,49,09/12/2017,AL- TUSCALOOSA,9,AL,25.64169791,0,15.77361319,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,10/12/2017,16/12/2017,2017,50,16/12/2017,AL- TUSCALOOSA,9,AL,27.09360372,0,17.96799606,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.832589362
22/08/2021,17/12/2017,23/12/2017,2017,51,23/12/2017,AL- TUSCALOOSA,9,AL,29.7052437,0,18.92881669,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,24/12/2017,30/12/2017,2017,52,30/12/2017,AL- TUSCALOOSA,9,AL,29.64234032,0,19.58057899,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,31/12/2017,06/01/2018,2018,1,06/01/2018,AL- TUSCALOOSA,9,AL,33.79454968,0,26.36619507,0,,0,11.31943077,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,07/01/2018,13/01/2018,2018,2,13/01/2018,AL- TUSCALOOSA,9,AL,42.38219891,0,29.70713336,0,,0,,0,14.88395333,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.832589362
22/08/2021,14/01/2018,20/01/2018,2018,3,20/01/2018,AL- TUSCALOOSA,9,AL,42.91230944,0,30.73064323,0,12.71773872,0,10.60215789,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.87329449
22/08/2021,21/01/2018,27/01/2018,2018,4,27/01/2018,AL- TUSCALOOSA,9,AL,36.4573644,0,25.86128121,0,,0,,0,15.66771731,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,28/01/2018,03/02/2018,2018,5,03/02/2018,AL- TUSCALOOSA,9,AL,36.99178394,0,24.93091673,0,,0,,0,12.15237841,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,04/02/2018,10/02/2018,2018,6,10/02/2018,AL- TUSCALOOSA,9,AL,37.06953033,0,27.72373829,0,,0,,0,11.36113094,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,11/02/2018,17/02/2018,2018,7,17/02/2018,AL- TUSCALOOSA,9,AL,32.28941417,0,22.47018626,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.832589362
22/08/2021,18/02/2018,24/02/2018,2018,8,24/02/2018,AL- TUSCALOOSA,9,AL,33.99377879,0,26.88589182,0,,0,,0,11.45407722,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.872102751
22/08/2021,25/02/2018,03/03/2018,2018,9,03/03/2018,AL- TUSCALOOSA,9,AL,34.03693658,0,24.87955039,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,04/03/2018,10/03/2018,2018,10,10/03/2018,AL- TUSCALOOSA,9,AL,30.11521267,0,21.60389727,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,11/03/2018,17/03/2018,2018,11,17/03/2018,AL- TUSCALOOSA,9,AL,29.15593983,0,21.91691148,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
22/08/2021,18/03/2018,24/03/2018,2018,12,24/03/2018,AL- TUSCALOOSA,9,AL,26.84435695,0,17.67771408,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.824262084
22/08/2021,25/03/2018,31/03/2018,2018,13,31/03/2018,AL- TUSCALOOSA,9,AL,23.71111929,0,18.59195074,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.885967587
22/08/2021,01/04/2018,07/04/2018,2018,14,07/04/2018,AL- TUSCALOOSA,9,AL,33.63797871,0,24.60523469,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.797842287
22/08/2021,08/04/2018,14/04/2018,2018,15,14/04/2018,AL- TUSCALOOSA,9,AL,28.98171579,0,21.2550059,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908034972
22/08/2021,15/04/2018,21/04/2018,2018,16,21/04/2018,AL- TUSCALOOSA,9,AL,23.90094145,0,16.00254709,0,,0,,0,,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.,0.908041565
